Filename,Title,Description,Keywords,License
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_349f1298-0881-4553-b1ec-5bac83cee071_2,AI generated Intense Sadness Captured in Womans TearFilled Eyes Softly Lit Closeup Shot with 50mm Lens,,"ai generated,Woman, Sadness, Tears, Intense, Expression, Eyes, Closeup, Blurred background, 50mm lens, Soft, Natural light",Free
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_349f1298-0881-4553-b1ec-5bac83cee071_3,AI generated Intense Expression Womans Tearful Eyes in SoftNatural Light Captured with 50mm Lens,,"ai generated,Woman, Sadness, Tears, Intense expression, Face, Closeup, Eyes, Soft light, 50mm lens, Emotion, Blurred background",Free
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_a497164d-7a42-4b18-8711-761f30f7a3dd_0,AI generated Intense Expression of Sadness A Closeup Portrait Captured with Soft Natural Light and 50mm Lens,,"ai generated,Woman, Face, Closeup, Sadness, Tears, Eyes, Intense, Blurred background, Soft natural light, 50mm lens",Free
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_a497164d-7a42-4b18-8711-761f30f7a3dd_1,AI generated Intense Expression of Sadness Captured in Closeup Shot with 50mm Lens and Soft Natural Light,,"ai generated,Sadness, Tears, Womans face, Intense expression, Closeup shot, 50mm lens, Soft natural light, Emotional, Blurred background, Crying, Eye contact, Upset, Grief, Unhappy, Distraught, Depressed, Despair, Tearful, Melancholy, Sorrowful, Dismay, Agony, Heartbroken, Unsettled, Pained, Disheartened, Miserable, Mournful, Suffering, Emotional pain, Distressed, Anguished, Despondent, Woeful, Tearyeyed, Heartache, Desolate, Downtrodden, Forlorn, Gloomy",Free
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_a497164d-7a42-4b18-8711-761f30f7a3dd_2,AI generated Intense Expression of Sadness Captured in Closeup Shot with Soft Natural Light Using 50mm Lens,,"ai generated,Sadness, Tears, Intense expression, Woman, Face, Closeup shot, 50mm lens, Soft natural light, Emotion, Blurred background, Eyes, Grief, Unhappiness, Pain, Sorrow, Upset, Distress, Tearful, Emotional, Despair, Melancholy, Closeup, Desolation, Desperate, Heartache, Misery, Dismay, Anguish, Agony, Hopeless, Cry, Upset, Depressed, Moody, Unhappy, Troubled, Gloomy, Mournful, Teary, Upset",Free
meulindo_A_closeup_shot_of_a_womans_face_with_an_intense_expr_a497164d-7a42-4b18-8711-761f30f7a3dd_3,AI generated Intense Sadness Captured in CloseUp Portrait Tears Glisten in Soft Natural Light,,"ai generated,Womans face, Sadness, Tears, Intense expression, Eyes, Closeup shot, Blurred background, 50mm lens, Soft natural light",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_944bc38e-25de-465c-9e8d-86feee6b34bc_0,AI generated Melancholic Reflection Woman Gazes Through Rainy Window Capturing Cityscape and Raindrops in 50mm Lens Shot,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Gazing, Deep in thought, Raindrops, Glass, Cityscape, Blurry, 50mm lens, Closeup, Expression, Focus",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_944bc38e-25de-465c-9e8d-86feee6b34bc_1,AI generated Melancholic Reflection Woman Gazing Through Rainy Window Cityscape Reflection Captured with 50mm Lens,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Cityscape, Closeup shot, Raindrops, Thoughtful, Gazing, 50mm lens, Deep in thought, Blurry, Reflective, Sadness, Contemplation, Emotional, Introspective, Face, Expression, Focus",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_944bc38e-25de-465c-9e8d-86feee6b34bc_2,AI generated Melancholic Reflection Woman Gazes Through Rainy Window Cityscape Blurred Raindrops in Focus,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Deep in thought, Gazing, Closeup shot, Raindrops, Glass, Cityscape, Blurry, 50mm lens, Expression, Focused, Contemplative, Mood, Reflective, Pensive, Introspective, Inner thoughts, Emotional, Moody, Atmospheric, Sadness, Loneliness, Solitude, Quiet, Contemplation, Thoughtful, Gloom, Sad, Unfocused, Mournful, Pensiveness, Musing, Reflecting, Wistful, Sorrow, Reflective mood, Introspection, Rainy, Emotional state",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_944bc38e-25de-465c-9e8d-86feee6b34bc_3,AI generated Melancholic Reflection Woman Contemplates Rainy Cityscape Through Window Captured with 50mm Lens,,"ai generated,Woman, Rainy window, Melancholic, Gazing, Deep in thought, Reflection, Raindrops, Cityscape, Closeup, 50mm lens, Mood, Contemplative, Pensive, Solitude, Introspective, Reflective, Emotion, Lonely, Sad, Glass, Blurry, Expression, Focus, Thoughtful, Portrait, Musing, Contemplation, Introspection, Solitary, Moodiness, Reflecting, Rain, Perspective, Intimate, Personal, Emotional, Atmosphere, Quiet, Tranquil, Serene, Peaceful",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_f2bc1362-ac12-4a9f-8121-d962b33f2432_0,AI generated Melancholic Woman Contemplates Rainy Cityscape Through Glass Captured in 50mm Closeup Reflection,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Cityscape, Deep in thought, Raindrops, Gazing, Closeup shot, 50mm lens, Expression, Blurry, Glass, Focus, Thoughtful, Contemplative, Reflective, Mood, Pensive, Emotion, Portrait, Introspective, Weather, Atmospheric, Reflect, Contemplate, Rain, Musing, Ponder, Meditative, Soulful, Dreamy, Moody, Sadness, Introspection, Urban, Gloomy, Musing, Reflecting, Mindful",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_f2bc1362-ac12-4a9f-8121-d962b33f2432_1,AI generated Melancholic Reflection Woman Contemplates Rainy Cityscape Through RainStreaked Window captured with 50mm Lens,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Gazing, Deep in thought, Raindrops, Glass, Cityscape, 50mm lens, Closeup shot",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_f2bc1362-ac12-4a9f-8121-d962b33f2432_2,AI generated Woman Reflects on Rainy Day Through Blurred Cityscape Captured in Closeup,,"ai generated,Woman, Rainy window, Melancholic, Gazing, Deep in thought, Reflection, Cityscape, Raindrops, Closeup shot, 50mm lens, Blurry, Expression, Focus",Free
meulindo_A_closeup_shot_of_a_woman_gazing_out_of_a_rainy_wind_f2bc1362-ac12-4a9f-8121-d962b33f2432_3,AI generated Melancholic Woman Contemplates Rainy Cityscape Through Window Captured with 50mm Lens in Reflective Moment,,"ai generated,Woman, Rainy window, Melancholic, Reflection, Cityscape, Deep in thought, Raindrops, Closeup shot, Gazing, 50mm lens, Glass, Blurry, Expression, Focus",Free
meulindo_A_closeup_shot_of_a_woman_sitting_alone_on_a_park_be_7e973ee6-5fd8-4309-9e01-19523a509026_0,AI generated Pensive Woman Contemplates Tranquil Landscape From Park Bench Captured in Closeup with 50mm Lens,,"ai generated,Woman, Park bench, Pensive expression, Alone, Gazing, Tranquil, Green landscape, 50mm lens, Closeup shot, Distance, Face, Bottom third, Sitting, Background, Pensive",Free
meulindo_A_closeup_shot_of_a_woman_sitting_alone_on_a_park_be_7e973ee6-5fd8-4309-9e01-19523a509026_1,AI generated Pensive Woman Contemplates Nature in Tranquil Park Scene Captured with 50mm Lens Closer to Face,,"ai generated,Woman, Park bench, Pensive, Tranquil, Green landscape, Gazing, Distance, Alone, Closeup shot, 50mm lens, Face, Bottom third, Portrait, Contemplative, Solitude, Serene, Quiet, Relaxation, Nature, Thoughtful, Reflective, Outdoor, Peaceful, Contemplation, Solitary, Meditative, Candid, Calm, Atmospheric, Mood, Emotional, Introspective, Harmonious, Harmony, Peace, Natural, Scenic, Beauty, Seclusion, Relax, Perspective",Free
meulindo_A_closeup_shot_of_a_woman_sitting_alone_on_a_park_be_7e973ee6-5fd8-4309-9e01-19523a509026_2,AI generated Pensive Woman Contemplates Lonely Park Scene with Tranquil Green Landscape captured in 50mm Lens,,"ai generated,Woman, Pensive, Park bench, Alone, Gazing, Tranquil, Green landscape, 50mm lens, Face, Distance, Thoughtful expression",Free
meulindo_A_closeup_shot_of_a_woman_sitting_alone_on_a_park_be_7e973ee6-5fd8-4309-9e01-19523a509026_3,AI generated Woman Reflects on Tranquil Park Scene with Pensive Gaze Captured in 50mm Closeup Portrait,,"ai generated,Woman, Park bench, Pensive, Alone, Tranquil, Green landscape, Closeup shot, Gazing, Distance, 50mm lens, Face, Bottom third, Expression",Free
meulindo_A_closeup_shot_of_a_woman_sitting_on_a_window_sill_g_fb11b9f8-ff3d-4311-a81a-06d010a08f7e_0,AI generated Wistful Woman Gazes at Rainy Evening Cityscape From Window Sill Captured with 50mm Lens,,"ai generated,Woman, Window sill, Rain, Wistful, Blurred city lights, Evening, Closeup shot, Gazing, 50mm lens, Face, Bottom third, Contemplation, Urban, Cityscape, Mood, Pensive, Reflective, Emotion, Introspective, Loneliness, Sadness, Hope, Yearning, Thinking, Daydreaming, Contemplative, Urban life, Street lights, Atmospheric, Thoughtful, Emotional, Connection, City, Dreamy, Melancholy, Perspective, Nostalgia, Longing, Solitude, Deep in thought",Free
meulindo_A_closeup_shot_of_a_woman_sitting_on_a_window_sill_g_fb11b9f8-ff3d-4311-a81a-06d010a08f7e_1,AI generated Womans Wistful Rainy Evening Gaze from Window Sill City Lights in Background 50mm Lens Closeup,,"ai generated,Woman, Window sill, Wistful, Rain, City lights, Evening, Gaze, Closeup, Blurred, 50mm lens, Face, Bottom third, Emotion, Contemplation, Thoughtful, Mood, Reflection, Sadness, Loneliness, Urban, Urban life, Pensive, Melancholy, Portrait, Sparse, Solitude, Intrigued, Mysterious, Enigmatic, Ennui, Amused, Seductive, Dreamy, Yearning,  mesmerized, sorrowful, enchanting, lost in thought, mysterious gaze",Free
meulindo_A_closeup_shot_of_a_woman_sitting_on_a_window_sill_g_fb11b9f8-ff3d-4311-a81a-06d010a08f7e_2,AI generated Pensive Woman Gazes Out Window at Rainy City Lights Captured with 50mm Lens in Evening Glow,,"ai generated,Woman, Window sill, Wistful, Rain, City lights, Evening, 50mm lens, Gaze, Blurred, Face, Tranquil, Peaceful, Contemplation, Sadness, Loneliness, Reflection, Atmospheric, Thoughtful, Emotion, Melancholy, Pensive, Mood, Urban, Solitude, Connection, Introspective, Gazing, Interior, Longing, Contemplative, Expression, Focus, Inner, Cityscape, Perspective, Distance, Gloom, Window, Emotive, Quiet, Urban lifestyle",Free
meulindo_A_closeup_shot_of_a_woman_sitting_on_a_window_sill_g_fb11b9f8-ff3d-4311-a81a-06d010a08f7e_3,AI generated Wistful Woman Gazes at Rainy City Lights from Window Sill Captured with 50mm Lens in Evening Glow,,"ai generated,Woman, Window sill, Rain, Wistful, City lights, Evening, 50mm lens, Face, Gazing, Blurred, Closeup, Emotion, Contemplation, Melancholy, Thoughtful, Loneliness, Reflection, Moody, Sorrow, Pensive, Solitude, Urban, Sadness, Mood, Musing, Longing, Urban life, Introspective, Yearning, Cityscape, Distant, Emotional, Daydreaming, Contemplative, Alone, Looking out, Melancholic, Inner turmoil, Urban setting",Free
meulindo_A_closeup_shot_of_a_woman_with_a_serene_expression_g_0f2ae8f0-cb62-456a-b594-c59077fc6c1f_0,AI generated Serene Woman Captured in Closeup with 50mm Lens Focus on Serene Expression and Gaze Soft Background Blur,,"ai generated,Serene, Woman, Closeup, Serene expression, Smile, Blurred background, Focus, 50mm lens, Gazing, Distance, Eyes, Face, Center, Shot, Tranquil, Peaceful, Relaxation, Contentment, Serenity, Cozy, Comfort, Reading, Book, Fireplace, Warmth, Leisure, Enjoyment, Atmosphere, Illumination, Warm blanket, Quiet, Relaxing, Home, Happiness, Content, Calm, Joy, Female, Lifestyle, Comfortable",Free
meulindo_A_closeup_shot_of_a_woman_with_a_serene_expression_g_0f2ae8f0-cb62-456a-b594-c59077fc6c1f_1,AI generated Serene Woman Captured with 50mm Lens Gazing with a Tranquil Smile in SoftFocused Background,,"ai generated,Woman, Serene expression, Gazing, Distance, Smile, Blurred background, Focus, Eyes, Face, 50mm lens, Center, Closeup shot, Tranquil, Peaceful, Slight smile, Serene, Expression, Focus, Center of the frame",Free
meulindo_A_closeup_shot_of_a_woman_with_a_serene_expression_g_0f2ae8f0-cb62-456a-b594-c59077fc6c1f_2,AI generated Serene Closeup Woman with Gentle Smile and Focused Gaze Softly Captured with 50mm Lens,,"ai generated,Woman, Serene expression, Gazing, Slight smile, Blurred background, Focus, Eyes, Face, Closeup shot, 50mm lens, Center of the frame",Free
meulindo_A_closeup_shot_of_a_woman_with_a_serene_expression_g_0f2ae8f0-cb62-456a-b594-c59077fc6c1f_3,AI generated Serene Woman with Subtle Smile Captured in Closeup with 50mm Lens Focused on Eyes and Face,,"ai generated,Woman, Serene expression, Gazing, Distance, Smile, Blurred background, Focus, Eyes, Face, 50mm lens, Center, Shot, Closeup, Tranquil, Peaceful, Content, Relaxation, Serenity, Calm, Beauty, Happiness",Free
meulindo_A_closeup_shot_of_a_young_woman_sitting_alone_on_a_p_69d6cd3f-6318-48ab-8af3-4e915b3bee46_0,AI generated Contemplative Young Woman in Tranquil Park Setting Captured with 50mm Lens in Introspective Moment,,"ai generated,Young woman, Contemplative, Park bench, Solitude, Pensive, Greenery, Alone, Distance, Staring, Vibrant, 50mm lens, Capturing, Thoughtful, Moment, Center frame, Expression, Shot, Background, Woman, Closeup, Relevance",Free
meulindo_A_closeup_shot_of_a_young_woman_sitting_alone_on_a_p_69d6cd3f-6318-48ab-8af3-4e915b3bee46_1,AI generated Contemplative Woman Enveloped in Natures Beauty Captured in Closeup with 50mm Lens,,"ai generated,Young woman, Contemplative, Park bench, Alone, Vibrant greenery, Pensive moment, Distance, Staring, Center frame, Shot, 50mm lens",Free
meulindo_A_closeup_shot_of_a_young_woman_sitting_alone_on_a_p_69d6cd3f-6318-48ab-8af3-4e915b3bee46_2,AI generated Contemplative Woman Embraces Solitude in Serene Park Setting Captured in 50mm Closeup,,"ai generated,Young woman, Park bench, Contemplative, Alone, Pensive, Distance, Greenery, Vibrant, Thoughtful, 50mm lens, Portrait, Solitude, Reflective, Introspective, Meditation, Tranquil, Peaceful, Serene, Quiet, Nature, Outdoor, Woman, Beauty, Calm, Relaxation, Contemplation, Sitting, Emotion, Expression, Restful, Meditative, Relaxing, Deep in thought, Natural light, Peace, Serenity, Park, Alone, Contemplating, Portrait photography, Quietude",Free
meulindo_A_closeup_shot_of_a_young_woman_sitting_alone_on_a_p_69d6cd3f-6318-48ab-8af3-4e915b3bee46_3,AI generated Contemplative Woman Embraces Solitude in Vibrant Park Surroundings Captured with 50mm Lens,,"ai generated,Young woman, Contemplative, Park bench, Alone, Staring, Distance, Pensive, Expression, Greenery, Vibrant, Closeup shot, 50mm lens, Capturing, Woman, Center frame",Free
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__3bb225b0-516d-45b4-a396-72f4c1020b9a_0,AI generated Affectionate Diversity Closeup Capture of Group Embracing in WarmToned Background,,"ai generated,Diverse group, People, Hugging, Affectionate, Close up, 50mm lens, Warmtoned, Background, Embrace, Diversity, Love, Connection, Unity, Close, Friendship, Together, Multicultural, Relationship, Bonding, Closeness, Warmth, Unity, Community, Inclusivity, Happiness, Joyful, Smiling, Support, Affection, Group, Togetherness, Blur, Happy, Embracing, Diversity, Joy, Affectionate, Warm, Candid, Affinity, Affectionate",Free
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__3bb225b0-516d-45b4-a396-72f4c1020b9a_1,AI generated Diverse Group Embraces Affectionate Hug in Front of WarmToned Blur,,"ai generated,Diverse group, Affectionate, Hugging, Closeup, Warmtoned background, Friendship, Love, Embrace, Relationship, Diversity, Happiness, Togetherness, Connection, Unity, Multicultural, People, Closeness, Bond, Joyful, Celebrating, Smiling, Inclusion, Supportive, Harmony, Affection, Unity, Kindness, Warmth, Positive, Emotion, Group, Teamwork, Multiracial, Associates, Team, Multinational, Community, Heartwarming, Warm, Feelings, Affectionate,",Free
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__3bb225b0-516d-45b4-a396-72f4c1020b9a_2,AI generated Affectionate Embrace Diverse Group Hugs in Front of WarmToned Background,,"ai generated,Diverse group, People, Hugging, Affectionate, Closeup, 50mm lens, Warmtoned, Background, Connection, Diversity, Love, Embrace, Unity, Friendship, Togetherness, Bonding, Multicultural, Emotion, Human, Relationship, Social, Diversity, Close, Warmth, Affection, Happiness, Joyful, Unity, Inclusion, Closeness, Group, Together, Heartwarming, Connection, Multiracial, Close, Heartfelt, Multiculturalism, Caring, Happiness",Free
meulindo_A_closeup_shot_with_a_50mm_lens_capturing_a_diverse__3bb225b0-516d-45b4-a396-72f4c1020b9a_3,AI generated Diverse Group Embraces Affectionately in Closeup Hug Against WarmToned Background,,"ai generated,Diverse group, Affectionate, Hugging, Closeup shot, 50mm lens, Warmtoned background, People, Connection, Love, Togetherness, Embrace, Diversity, Unity, Affection, Relationships, Multicultural, Bonding, Friendship, Happiness, Joy, Care, Warmth, Inclusion, Community, Multiracial, Close, Unity, Support, Compassion, Harmony, Affinity, Closeness, Affection, Emotion, Close relationship, Blurred background, Cuddling, Heartwarming, Comfort, Affirmation, Close bond",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__44e8fd33-e423-4d0d-b670-3f6190f7ac14_0,AI generated Expressive CloseUp Portrait Captured in Soft Light with 50mm Lens Conveying a Range of Emotions,,"ai generated,Close up shot, Emotions, Range, Sadness, Joy, Soft natural light, Subtle expressions, 50mm lens, Focus, Eyes, Depth, Authenticity",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__44e8fd33-e423-4d0d-b670-3f6190f7ac14_1,AI generated Emotional Portrait Captured with 50mm Lens and Soft Natural Light Revealing Range of Expressions,,"ai generated,Person, Face, Emotions, Sadness, Joy, Soft, Natural light, Expressions, 50mm lens, Eyes, Depth, Authenticity, Range, Emotional, Close up, Subtle, Highlighting, Shot, Focus, Capturing, Relevancy, Tranquil, Peaceful, Serene, Comfort, Reading, Contentment, Warmth, Leisure, Enjoyment, Atmosphere, Relaxing, Serenity, Quiet, Home, Coziness, Happiness, Content, Beauty, Calm",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__44e8fd33-e423-4d0d-b670-3f6190f7ac14_2,AI generated Emotive Closeup Portraying a Range of Expressions Illuminated by Soft Natural Light Shot with a 50mm Lens,,"ai generated,Person, Face, Emotions, Sadness, Joy, Soft, Natural light, Expressions, 50mm lens, Focus, Eyes, Depth, Authenticity",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__44e8fd33-e423-4d0d-b670-3f6190f7ac14_3,AI generated Emotional CloseUp Captured with Soft Natural Light and 50mm Lens Conveying Depth and Authenticity,,"ai generated,Emotions, Sadness, Joy, Face, Close up, Range, Authenticity, Depth, Soft, Natural light, Person, Expressions, Eyes, Subtle, Focus, 50mm lens",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__c993beff-dfc7-4cb4-bd56-889cba6ceafc_0,AI generated Range of Emotions Captured in CloseUp Shot with Soft Natural Light and 50mm Lens Conveying Depth and Authenticity,,"ai generated,Emotions, Close up, Soft natural light, Authenticity, Eyes, Person's face, Range of emotions, Sadness, Joy, Subtle expressions, 50mm lens, Depth, Highlighting, Capturing, Shot, Relevancy",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__c993beff-dfc7-4cb4-bd56-889cba6ceafc_1,AI generated Emotional Range Captured in CloseUp Portrait Illuminated by Soft Natural Light and 50mm LensDEPTH,,"ai generated,Person, Face, Emotions, Sadness, Joy, Soft, Natural light, Expressions, 50mm lens, Eyes, Depth, Authenticity, Close up, Range, Subtle, Highlighting",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__c993beff-dfc7-4cb4-bd56-889cba6ceafc_2,AI generated Expressive Emotions Captured in CloseUp Shot Illuminated by Soft Natural Light and 50mm Lens Focus,,"ai generated,Person, Face, Emotions, Sadness, Joy, Range, Soft natural light, Subtle expressions, 50mm lens, Eyes, Depth, Authenticity",Free
meulindo_A_close_up_shot_focuses_on_a_persons_face_capturing__c993beff-dfc7-4cb4-bd56-889cba6ceafc_3,AI generated Subtle Emotions Revealed in CloseUp with Soft Natural Light Shot with 50mm Lens Capturing Depth and Authenticity,,"ai generated,Person's face, Range of emotions, Sadness, Joy, Soft natural light, Subtle expressions, 50mm lens, Eyes, Depth, Authenticity",Free
meulindo_A_close_up_shot_of_a_pensive_woman_sitting_alone_on__97ad23ee-3d19-4029-91a0-79501b188d72_0,AI generated Contemplative Woman Embraces Autumn Solitude on Bench Captured in Medium CloseUp with 50mm Lens,,"ai generated,Pensive, Woman, Alone, Bench, Park, Autumn foliage, Medium close up, 50mm lens, Contemplative expression, Face, Sitting, Surrounded, Capturing",Free
meulindo_A_close_up_shot_of_a_pensive_woman_sitting_alone_on__97ad23ee-3d19-4029-91a0-79501b188d72_1,AI generated Pensive Woman Finds Solitude Amidst Autumn Foliage Captured in Medium Closeup with Contemplative Expression,,"ai generated,Woman, Pensive, Alone, Bench, Park, Autumn foliage, Contemplative, Face, Medium closeup, 50mm lens, Expression, Thoughtful, Solitude, Serene, Reflective, Tranquil, Quiet, Introspective, Outdoor, Contemplation, Nature, Peaceful, Mindful, Meditative, Solitary, Reflection, Musing, Emotional, Quietness, Stillness, Harmony, Sadness, Melancholy, Reflection, Sorrow, Harmony, Nature, Mood, Emotion",Free
meulindo_A_close_up_shot_of_a_pensive_woman_sitting_alone_on__97ad23ee-3d19-4029-91a0-79501b188d72_2,AI generated Pensive Woman Embraces Solitude Amid Autumn Foliage Captured in Medium CloseUp with Contemplative Expression,,"ai generated,Pensive woman, Bench, Park, Autumn foliage, Medium close up, 50mm lens, Contemplative expression, Alone, Woman's face, Capturing, Surrounding, Shot, Relevancy",Free
meulindo_A_close_up_shot_of_a_pensive_woman_sitting_alone_on__97ad23ee-3d19-4029-91a0-79501b188d72_3,AI generated Pensive Woman Embraces Autumns Solitude Amidst Rustling Foliage Captured in Contemplative Medium CloseUp Shot,,"ai generated,Pensive woman, Park, Autumn foliage, Bench, Medium close up, 50mm lens, Contemplative expression, Alone, Face, Surroundings, Solitude, Reflective, Introspective, Outdoor, Nature, Quiet, Serene, Meditative, Tranquil, Contemplation, Alone, Thoughtful, Reflection, Peaceful, Calm, Solitude, Beauty, Harmony, Park bench, Thoughtful, Quiet, Peaceful, Contemplative, Deep in thought, At peace, Nature, Harvest, Deliberate, Tranquil, Ethereal",Free
meulindo_A_close_up_shot_of_a_persons_face_looking_contemplat_32d4de52-9fa9-4a22-8995-5a57c87b80b3_0,AI generated Contemplative Portrait SoftLit CloseUp with 50mm Lens Focused Eyes and Warm Tones,,"ai generated,Contemplative, Soft smile, Person, Face, Close up shot, 50mm lens, Blurred background, Eyes, Upper third, Soft natural light, Warm tones",Free
